RecordID,DateID,WarehouseID,EquipmentID,MaintenanceID,UptimeHours,DowntimeHours,PackagesProcessed,EnergyUsed_kWH,ThroughputRate,MaintenanceCost
17098,20210811,76,80,895,22.13,1.87,3695,100.45,166.97,123.22
17099,20150401,47,45,728,18.86,5.14,5865,80.06,310.98,338.68
17100,20150627,96,73,842,23.37,0.63,5024,100.77,214.98,41.51
17101,20180131,14,90,778,16.37,7.63,2782,51.88,169.95,502.75
17102,20201121,98,70,452,19.45,4.55,2975,63.88,152.96,299.81
17103,20160803,19,77,42,17.19,6.81,6257,79.84,363.99,448.72
17104,20160429,44,19,223,21.79,2.21,4859,96.28,222.99,145.62
17105,20170816,84,68,548,22.46,1.54,8961,83.23,398.98,101.47
17106,20150701,76,48,577,23.96,0.04,5846,73.73,243.99,2.64
17107,20240205,38,43,16,16.53,7.47,4677,57.68,282.94,492.21
17108,20221211,91,79,871,21.64,2.36,3548,119.81,163.96,155.5
17109,20180430,76,9,961,18.97,5.03,3756,78.14,198.0,331.43
17110,20191114,24,99,52,18.87,5.13,4736,90.04,250.98,338.02
17111,20220721,96,48,778,21.95,2.05,8209,66.93,373.99,135.08
17112,20170617,88,80,921,21.14,2.86,8265,90.07,390.96,188.45
17113,20220604,4,4,154,22.52,1.48,8377,103.94,371.98,97.52
17114,20190802,55,44,273,18.29,5.71,6236,106.04,340.95,376.24
17115,20211105,45,34,572,17.93,6.07,3209,66.28,178.97,399.96
17116,20210807,48,5,236,18.68,5.32,6818,86.57,364.99,350.54
17117,20210605,4,29,60,21.9,2.1,3416,78.97,155.98,138.37
17118,20230914,54,26,117,21.43,2.57,5764,86.41,268.97,169.34
17119,20250104,52,98,17,23.38,0.62,7925,93.43,338.96,40.85
17120,20240919,46,8,30,18.01,5.99,3511,66.35,194.95,394.69
17121,20240203,63,75,587,20.47,3.53,7287,86.97,355.98,232.6
17122,20150817,41,41,944,19.94,4.06,5304,100.14,266.0,267.52
17123,20180715,58,92,902,22.52,1.48,6395,83.99,283.97,97.52
17124,20180629,39,55,876,19.42,4.58,4117,111.74,212.0,301.78
17125,20200311,22,60,85,20.45,3.55,5194,105.09,253.99,233.91
17126,20201016,20,24,477,17.34,6.66,5982,95.68,344.98,438.84
17127,20241017,40,44,847,20.98,3.02,5140,97.62,245.0,198.99
17128,20190424,44,16,562,16.3,7.7,3439,96.94,210.98,507.36
17129,20210524,98,32,590,21.28,2.72,6596,103.42,309.96,179.22
17130,20210123,33,34,444,16.38,7.62,5487,83.34,334.98,502.09
17131,20240522,54,83,991,22.49,1.51,4318,68.67,192.0,99.5
17132,20181018,1,44,450,22.31,1.69,6983,133.82,313.0,111.36
17133,20191105,74,85,340,18.74,5.26,3504,61.43,186.98,346.59
17134,20201001,30,95,887,18.79,5.21,3025,94.8,160.99,343.29
17135,20181225,61,37,21,18.61,5.39,7071,82.34,379.96,355.15
17136,20220412,89,66,642,17.21,6.79,6075,68.3,352.99,447.4
17137,20231014,51,52,295,22.37,1.63,7963,133.85,355.97,107.4
17138,20150429,45,61,654,23.08,0.92,3715,69.45,160.96,60.62
17139,20250728,34,62,663,21.98,2.02,6396,72.96,290.99,133.1
17140,20240520,87,42,313,16.19,7.81,4743,59.29,292.96,514.61
17141,20240503,14,18,723,19.63,4.37,6477,101.94,329.95,287.95
17142,20190811,21,40,896,16.02,7.98,5062,82.27,315.98,525.81
17143,20240311,49,13,593,16.69,7.31,5924,99.72,354.94,481.67
17144,20170316,72,66,660,18.19,5.81,4583,71.82,251.95,382.83
17145,20210217,4,38,692,20.24,3.76,3157,69.95,155.98,247.75
17146,20241222,19,86,783,23.9,0.1,5210,79.11,217.99,6.59
17147,20231207,22,44,5,18.01,5.99,3944,66.86,218.99,394.69
17148,20190117,72,100,971,17.34,6.66,3311,52.45,190.95,438.84
17149,20190302,99,68,347,20.11,3.89,3458,75.81,171.95,256.32
17150,20190507,17,18,241,22.95,1.05,3901,85.53,169.98,69.19
17151,20241216,66,81,102,21.94,2.06,8095,109.54,368.96,135.74
17152,20180817,63,68,828,16.97,7.03,5769,76.66,339.95,463.22
17153,20171110,45,91,302,22.68,1.32,3628,96.1,159.96,86.98
17154,20241102,48,100,15,17.32,6.68,6287,78.04,362.99,440.15
17155,20191230,88,21,188,18.86,5.14,3130,93.36,165.96,338.68
17156,20191221,42,64,621,20.13,3.87,8031,71.26,398.96,255.0
17157,20241001,66,56,789,20.46,3.54,6629,86.05,324.0,233.26
17158,20150521,95,10,399,17.52,6.48,5431,81.17,309.99,426.98
17159,20190930,41,32,439,20.66,3.34,5805,83.91,280.98,220.08
17160,20240404,19,80,613,22.07,1.93,6841,119.51,309.97,127.17
17161,20170608,86,2,918,23.1,0.9,7900,70.92,341.99,59.3
17162,20250708,12,85,645,19.21,4.79,5301,74.18,275.95,315.62
17163,20160212,58,9,416,16.85,7.15,3370,95.89,200.0,471.12
17164,20180120,34,49,79,23.46,0.54,7624,104.25,324.98,35.58
17165,20240227,52,9,565,19.64,4.36,6677,61.38,339.97,287.29
17166,20190201,94,87,394,22.49,1.51,4880,107.94,216.99,99.5
17167,20211110,53,30,443,21.21,2.79,7635,120.15,359.97,183.84
17168,20231110,27,60,323,20.01,3.99,5302,93.79,264.97,262.91
17169,20170416,80,98,905,16.47,7.53,3310,92.42,200.97,496.16
17170,20240116,40,83,855,22.57,1.43,7290,113.23,323.0,94.22
17171,20240113,71,68,503,22.03,1.97,5287,108.5,239.99,129.81
17172,20240907,3,78,649,21.3,2.7,7391,90.64,347.0,177.91
17173,20151117,95,14,646,20.13,3.87,3804,72.61,188.97,255.0
17174,20231016,45,97,118,18.14,5.86,6385,56.27,351.98,386.12
17175,20181004,5,36,654,19.01,4.99,4315,84.23,226.99,328.8
17176,20200315,75,23,570,17.53,6.47,6678,91.7,380.95,426.32
17177,20250228,40,4,953,19.46,4.54,7569,105.52,388.95,299.15
17178,20210921,82,45,847,17.58,6.42,3463,85.16,196.99,423.02
17179,20150302,33,48,697,17.88,6.12,4005,98.96,223.99,403.26
17180,20201021,19,18,933,19.64,4.36,7757,114.38,394.96,287.29
17181,20180504,84,12,198,17.4,6.6,6368,103.61,365.98,434.88
17182,20160724,6,51,128,22.88,1.12,9014,78.02,393.97,73.8
17183,20200404,32,80,469,22.75,1.25,3981,118.0,174.99,82.36
17184,20210119,57,71,211,16.62,7.38,4337,53.22,260.95,486.28
17185,20200617,14,60,648,23.63,0.37,8317,118.08,351.97,24.38
17186,20250323,25,27,735,19.24,4.76,4367,71.3,226.98,313.64
17187,20210409,93,53,125,16.2,7.8,5994,85.8,370.0,513.95
17188,20190331,27,40,832,16.9,7.1,4089,76.35,241.95,467.83
17189,20210617,81,2,764,21.87,2.13,4002,130.23,182.99,140.35
17190,20240517,28,86,563,23.21,0.79,6220,72.22,267.99,52.05
17191,20160326,37,20,719,18.44,5.56,5366,72.22,291.0,366.36
17192,20220116,43,76,447,16.28,7.72,3288,83.05,201.97,508.68
17193,20241222,5,32,936,17.28,6.72,3006,69.46,173.96,442.79
17194,20171215,63,88,294,21.05,2.95,8356,83.2,396.96,194.38
17195,20230415,19,84,869,17.39,6.61,4312,95.14,247.96,435.54
17196,20150917,18,89,972,23.47,0.53,5961,118.35,253.98,34.92
17197,20210528,82,18,964,18.05,5.95,3519,55.27,194.96,392.05
17198,20151205,74,68,585,22.03,1.97,7644,104.19,346.98,129.81
17199,20190610,49,1,303,20.3,3.7,3390,121.44,167.0,243.8
17200,20150327,43,79,195,20.09,3.91,7031,113.98,349.98,257.64
17201,20250215,22,86,749,18.57,5.43,5459,69.77,293.97,357.79
17202,20210814,79,100,891,22.28,1.72,4857,108.36,218.0,113.33
17203,20160219,32,48,961,19.19,4.81,3051,96.7,158.99,316.94
17204,20250410,26,81,132,22.38,1.62,7183,80.01,320.96,106.74
17205,20180423,15,95,507,21.5,2.5,7116,122.43,330.98,164.73
17206,20220827,91,63,231,23.36,0.64,5209,134.89,222.99,42.17
17207,20240820,11,62,253,23.73,0.27,7498,130.57,315.97,17.79
17208,20190703,100,15,345,22.25,1.75,3916,93.34,176.0,115.31
17209,20191227,1,6,186,16.19,7.81,2978,92.46,183.94,514.61
17210,20180408,100,19,159,20.14,3.86,5901,110.08,293.0,254.34
17211,20210112,81,82,919,19.42,4.58,3650,79.22,187.95,301.78
17212,20180731,64,66,44,18.65,5.35,4103,79.6,220.0,352.52
17213,20180424,83,93,322,16.06,7.94,4416,62.9,274.97,523.18
17214,20151220,24,66,133,21.02,2.98,3237,103.5,154.0,196.36
17215,20170212,26,73,68,20.0,4.0,3580,82.52,179.0,263.57
17216,20200621,95,23,108,22.51,1.49,5559,88.25,246.96,98.18
17217,20240103,35,56,511,20.03,3.97,4727,78.25,236.0,261.59
17218,20211102,18,38,171,18.6,5.4,3999,90.14,215.0,355.81
17219,20220119,45,18,913,18.99,5.01,4747,98.6,249.97,330.12
17220,20250313,12,9,961,16.17,7.83,4624,73.79,285.96,515.93
17221,20201103,62,39,408,18.35,5.65,7284,87.01,396.95,372.29
17222,20220626,68,49,269,20.48,3.52,6164,72.79,300.98,231.94
17223,20211220,21,24,999,20.52,3.48,3570,86.25,173.98,229.3
17224,20200923,31,90,668,22.72,1.28,6884,72.03,302.99,84.34
17225,20230112,45,21,347,19.41,4.59,4774,64.29,245.96,302.44
17226,20230201,45,15,780,22.76,1.24,3414,107.84,150.0,81.71
17227,20230122,79,96,768,22.74,1.26,7686,121.44,337.99,83.02
17228,20161119,33,90,793,23.8,0.2,4069,139.91,170.97,13.18
17229,20150616,87,3,231,18.37,5.63,6631,94.25,360.97,370.97
17230,20160408,37,47,434,21.19,2.81,3814,91.44,179.99,185.15
17231,20190531,44,24,291,22.24,1.76,6583,93.76,296.0,115.97
17232,20160209,28,28,333,21.58,2.42,5200,73.48,240.96,159.46
17233,20170210,25,44,654,20.26,3.74,3322,74.67,163.97,246.43
17234,20181015,34,4,443,21.3,2.7,8008,127.54,375.96,177.91
17235,20230819,87,97,855,19.91,4.09,4698,83.75,235.96,269.5
17236,20151125,64,71,516,23.86,0.14,5726,113.98,239.98,9.22
17237,20190623,22,81,300,20.82,3.18,7994,82.6,383.96,209.53
17238,20250510,30,55,469,18.82,5.18,3368,82.62,178.96,341.32
17239,20180630,19,31,693,17.12,6.88,5957,59.73,347.96,453.33
17240,20221018,8,80,376,21.97,2.03,7052,112.34,320.98,133.76
17241,20200304,8,19,822,20.44,3.56,7481,121.05,366.0,234.57
17242,20250810,96,33,578,22.07,1.93,7856,83.84,355.96,127.17
17243,20200103,72,74,98,16.37,7.63,3224,98.16,196.95,502.75
17244,20150630,55,82,541,23.06,0.94,3643,97.63,157.98,61.94
17245,20200712,1,67,835,19.95,4.05,7780,108.59,389.97,266.86
17246,20220815,50,23,308,16.36,7.64,2486,52.17,151.96,503.41
17247,20160830,17,34,962,19.73,4.27,5327,84.83,269.99,281.36
17248,20180204,22,53,100,17.75,6.25,5360,102.48,301.97,411.82
17249,20200114,27,13,615,23.46,0.54,5794,113.95,246.97,35.58
17250,20171127,75,99,385,21.83,2.17,3318,104.82,151.99,142.98
17251,20190625,9,43,611,18.84,5.16,6688,97.1,354.99,340.0
17252,20161221,57,53,566,17.81,6.19,5574,70.29,312.97,407.87
17253,20190627,76,31,779,21.19,2.81,5615,85.01,264.98,185.15
17254,20240516,84,87,757,19.45,4.55,7060,107.22,362.98,299.81
17255,20200412,86,43,727,17.23,6.77,4962,60.5,287.99,446.08
17256,20230105,97,26,266,23.62,0.38,8125,110.07,343.99,25.04
17257,20241226,78,67,866,17.48,6.52,6747,74.16,385.98,429.61
17258,20240601,63,63,313,16.17,7.83,4414,51.95,272.97,515.93
17259,20230216,61,28,214,18.99,5.01,6437,100.48,338.97,330.12
17260,20190211,61,24,731,22.22,1.78,3555,113.13,159.99,117.29
17261,20190706,53,61,581,16.05,7.95,2905,54.0,181.0,523.84
17262,20170517,12,79,756,20.7,3.3,3705,66.57,178.99,217.44
17263,20190409,84,32,271,18.12,5.88,4801,88.67,264.96,387.44
17264,20220427,51,56,948,22.82,1.18,6412,128.69,280.98,77.75
17265,20171224,24,13,97,17.39,6.61,4104,75.67,236.0,435.54
17266,20241222,11,65,882,19.08,4.92,5418,64.91,283.96,324.19
17267,20161211,77,74,983,16.3,7.7,3846,69.47,235.95,507.36
17268,20180320,80,70,479,22.95,1.05,4567,72.74,199.0,69.19
17269,20211120,27,12,812,18.72,5.28,4249,82.27,226.98,347.91
17270,20241204,96,88,402,19.52,4.48,5270,102.78,269.98,295.19
17271,20211015,54,7,734,22.25,1.75,7320,89.94,328.99,115.31
17272,20220408,81,24,676,17.18,6.82,2903,54.26,168.98,449.38
17273,20201222,92,89,726,18.52,5.48,5093,80.3,275.0,361.08
17274,20210129,36,5,154,17.7,6.3,6177,72.17,348.98,415.12
17275,20190730,25,73,419,22.93,1.07,3737,97.8,162.97,70.5
17276,20200530,29,78,166,21.89,2.11,7770,72.96,354.96,139.03
17277,20250323,62,48,986,16.95,7.05,5746,53.57,339.0,464.53
17278,20220501,81,56,482,21.93,2.07,3991,84.35,181.99,136.4
17279,20201227,57,26,421,16.66,7.34,4998,89.7,300.0,483.64
17280,20150215,22,96,788,22.91,1.09,6116,72.98,266.96,71.82
17281,20170325,48,48,367,21.19,2.81,7543,78.01,355.97,185.15
17282,20210312,41,59,147,23.06,0.94,3920,76.91,169.99,61.94
17283,20211009,36,11,920,21.5,2.5,3375,97.17,156.98,164.73
17284,20150323,100,38,638,17.63,6.37,7034,70.5,398.98,419.73
17285,20240425,40,66,543,23.57,0.43,4878,79.61,206.96,28.33
17286,20180909,28,48,538,22.41,1.59,4795,73.0,213.97,104.77
17287,20150702,17,24,371,18.5,5.5,6678,63.76,360.97,362.4
17288,20200716,44,54,400,23.96,0.04,8817,134.03,367.99,2.64
17289,20250808,45,52,368,19.63,4.37,5005,94.91,254.97,287.95
17290,20200606,45,75,134,21.69,2.31,5162,95.94,237.99,152.21
17291,20171111,16,26,7,17.82,6.18,3599,91.07,201.96,407.21
17292,20230213,62,80,891,17.35,6.65,5465,66.4,314.99,438.18
17293,20230226,60,48,132,19.03,4.97,5632,93.19,295.95,327.48
17294,20200823,42,18,606,17.64,6.36,2769,73.0,156.97,419.07
17295,20240913,91,57,327,17.96,6.04,3286,75.15,182.96,397.98
17296,20160704,87,15,196,19.3,4.7,6156,88.5,318.96,309.69
17297,20240820,75,8,947,20.48,3.52,6205,83.21,302.98,231.94
17298,20250507,83,85,193,22.52,1.48,8039,108.26,356.97,97.52
17299,20220409,64,29,229,19.47,4.53,3640,85.04,186.95,298.49
17300,20160327,45,51,327,21.75,2.25,7286,90.1,334.99,148.26
17301,20240607,81,8,710,19.16,4.84,6955,90.1,363.0,318.91
17302,20170607,52,3,423,20.96,3.04,7482,91.89,356.97,200.31
17303,20250928,83,94,161,17.5,6.5,6877,72.99,392.97,428.29
17304,20210330,6,67,219,18.7,5.3,6601,97.57,352.99,349.22
17305,20200820,49,56,46,21.48,2.52,6293,66.45,292.97,166.05
17306,20250211,46,65,674,20.09,3.91,6810,80.44,338.97,257.64
17307,20210802,86,77,960,20.12,3.88,7062,115.1,350.99,255.66
17308,20160609,15,7,327,22.69,1.31,7011,100.81,308.99,86.32
17309,20200310,87,4,777,20.39,3.61,7421,105.14,363.95,237.87
17310,20160406,34,42,359,19.14,4.86,4651,105.86,243.0,320.23
17311,20210616,53,52,679,20.16,3.84,5624,113.94,278.97,253.02
17312,20250213,88,93,884,18.86,5.14,5243,64.73,278.0,338.68
17313,20161209,30,75,969,21.49,2.51,8553,115.99,398.0,165.39
17314,20241231,4,38,422,23.96,0.04,8074,131.58,336.98,2.64
17315,20150218,4,63,80,17.73,6.27,5531,105.19,311.96,413.14
17316,20150715,31,95,745,18.75,5.25,7443,106.57,396.96,345.93
17317,20190704,49,10,363,20.36,3.64,5721,80.87,280.99,239.84
17318,20180624,98,64,600,22.06,1.94,4147,120.53,187.99,127.83
17319,20210804,61,55,855,18.82,5.18,3331,67.12,176.99,341.32
17320,20240705,39,78,6,16.33,7.67,5094,51.14,311.94,505.39
17321,20210416,70,52,650,16.15,7.85,6088,78.87,376.97,517.25
17322,20230516,51,87,776,22.62,1.38,6039,99.4,266.98,90.93
17323,20201230,96,12,978,23.05,0.95,4586,96.72,198.96,62.6
17324,20200317,70,35,682,17.62,6.38,2678,59.61,151.99,420.39
17325,20160927,50,76,955,16.45,7.55,2599,82.42,157.99,497.48
17326,20210329,49,60,704,22.91,1.09,6941,109.72,302.97,71.82
17327,20220414,15,18,707,22.6,1.4,8158,90.29,360.97,92.25
17328,20230227,56,85,18,18.54,5.46,5877,70.36,316.99,359.77
17329,20240611,41,8,537,22.14,1.86,7660,110.32,345.98,122.56
17330,20250720,82,4,912,21.5,2.5,7460,108.21,346.98,164.73
17331,20171229,91,40,637,23.16,0.84,4284,75.16,184.97,55.35
17332,20231011,18,62,922,20.67,3.33,4898,118.16,236.96,219.42
17333,20190520,91,78,487,16.81,7.19,5866,59.75,348.96,473.76
17334,20160905,44,10,717,22.33,1.67,7212,80.19,322.97,110.04
17335,20201129,18,99,520,20.18,3.82,7244,83.99,358.97,251.7
17336,20221203,18,33,943,17.12,6.88,3492,73.24,203.97,453.33
17337,20210404,18,13,87,18.01,5.99,6825,84.53,378.96,394.69
17338,20151219,44,13,750,18.53,5.47,3075,72.69,165.95,360.43
17339,20240926,2,57,772,18.77,5.23,3059,98.21,162.97,344.61
17340,20210201,63,77,558,16.07,7.93,6186,92.83,384.94,522.52
17341,20210527,32,8,423,20.41,3.59,5510,106.24,269.97,236.55
17342,20151102,42,69,294,16.1,7.9,5393,92.52,334.97,520.54
17343,20150616,92,68,168,22.52,1.48,6283,123.84,279.0,97.52
17344,20240426,20,34,184,21.18,2.82,4108,98.99,193.96,185.81
17345,20221119,71,91,238,17.63,6.37,4777,80.06,270.96,419.73
17346,20170125,77,54,97,19.56,4.44,4655,89.19,237.99,292.56
17347,20200405,38,55,206,22.36,1.64,6350,103.65,283.99,108.06
17348,20210908,40,89,146,21.93,2.07,5175,123.81,235.98,136.4
17349,20170404,35,79,751,21.46,2.54,3261,103.48,151.96,167.36
17350,20211001,99,36,970,23.5,0.5,4300,75.96,182.98,32.95
17351,20190614,23,50,752,21.14,2.86,5052,83.58,238.98,188.45
17352,20201105,59,23,780,20.34,3.66,4291,87.66,210.96,241.16
17353,20220727,17,43,454,17.37,6.63,6270,54.01,360.97,436.86
17354,20220930,44,31,25,18.63,5.37,5700,75.47,305.96,353.84
17355,20150224,48,18,185,22.87,1.13,3819,102.56,166.99,74.46
17356,20230413,89,87,962,18.02,5.98,6991,91.33,387.96,394.03
17357,20180109,32,74,236,17.62,6.38,3876,71.18,219.98,420.39
17358,20220815,89,49,781,16.2,7.8,5070,67.84,312.96,513.95
17359,20201213,47,9,937,22.08,1.92,5255,114.9,238.0,126.51
17360,20241223,68,61,289,18.3,5.7,4794,71.16,261.97,375.58
17361,20190925,5,65,348,17.38,6.62,3684,59.38,211.97,436.2
17362,20240704,4,20,969,20.23,3.77,3884,92.15,191.99,248.41
17363,20160921,80,20,345,23.38,0.62,6826,86.39,291.96,40.85
17364,20250725,20,26,910,17.37,6.63,3682,86.88,211.97,436.86
17365,20220321,82,61,646,19.4,4.6,4753,63.04,245.0,303.1
17366,20210827,5,58,351,19.0,5.0,5244,107.85,276.0,329.46
17367,20240809,3,19,127,22.48,1.52,8744,80.7,388.97,100.15
17368,20170406,3,3,387,22.09,1.91,8151,80.19,368.99,125.85
17369,20150623,88,70,977,23.65,0.35,9223,134.09,389.98,23.06
17370,20231126,83,38,105,22.21,1.79,5707,123.24,256.96,117.95
17371,20240203,96,98,440,22.32,1.68,6204,76.15,277.96,110.7
17372,20200220,64,59,823,17.69,6.31,4900,58.04,276.99,415.77
17373,20150611,7,68,681,18.13,5.87,6526,62.11,359.96,386.78
17374,20210628,90,39,253,18.87,5.13,4868,60.86,257.98,338.02
17375,20160307,17,74,854,19.64,4.36,7325,106.44,372.96,287.29
17376,20171014,59,89,516,17.26,6.74,5523,88.23,319.99,444.11
17377,20230514,98,62,596,19.12,4.88,3231,90.6,168.99,321.55
17378,20150511,76,9,181,23.07,0.93,4660,129.62,201.99,61.28
17379,20240130,10,2,155,22.13,1.87,8320,74.91,375.96,123.22
17380,20161214,70,7,141,21.71,2.29,5492,81.95,252.97,150.89
17381,20180319,9,8,847,20.02,3.98,6686,84.93,333.97,262.25
17382,20180910,16,5,668,18.8,5.2,3910,60.59,207.98,342.64
17383,20180221,16,29,65,18.75,5.25,6468,87.49,344.96,345.93
17384,20240902,79,51,531,22.59,1.41,7838,133.78,346.97,92.91
17385,20201128,93,50,400,23.63,0.37,5009,137.14,211.98,24.38
17386,20250730,79,76,36,17.03,6.97,4853,96.66,284.97,459.26
17387,20220715,35,26,688,23.81,0.19,4809,116.25,201.97,12.52
17388,20200621,87,40,328,18.86,5.14,5092,94.7,269.99,338.68
17389,20250227,13,81,255,23.22,0.78,7592,120.95,326.96,51.4
17390,20170801,74,88,361,22.75,1.25,4163,73.68,182.99,82.36
17391,20150626,89,63,994,20.45,3.55,5276,99.49,258.0,233.91
17392,20240614,27,31,480,18.53,5.47,3465,59.94,186.99,360.43
17393,20150627,58,7,513,19.7,4.3,3959,90.55,200.96,283.33
17394,20190304,47,13,310,22.48,1.52,6384,119.17,283.99,100.15
17395,20210410,36,60,929,22.82,1.18,6480,69.09,283.96,77.75
17396,20180707,45,50,412,22.47,1.53,3415,95.63,151.98,100.81
17397,20201114,11,78,156,23.01,0.99,8283,105.35,359.97,65.23
17398,20200927,34,80,556,17.77,6.23,5757,77.79,323.97,410.5
17399,20250730,88,47,666,23.21,0.79,9005,96.2,387.98,52.05
17400,20151009,55,65,188,20.39,3.61,7503,102.14,367.97,237.87
17401,20230309,34,97,929,19.72,4.28,4239,99.11,214.96,282.01
17402,20150610,94,67,428,23.94,0.06,6368,73.36,266.0,3.95
17403,20210420,2,45,464,17.58,6.42,6926,59.77,393.97,423.02
17404,20190102,7,70,119,23.3,0.7,8504,75.2,364.98,46.12
17405,20250712,18,43,20,17.73,6.27,6560,81.39,369.99,413.14
17406,20181005,8,13,357,23.54,0.46,5367,138.92,227.99,30.31
17407,20210211,79,29,754,20.78,3.22,3158,106.35,151.97,212.17
17408,20161019,48,33,799,16.66,7.34,2665,71.01,159.96,483.64
17409,20210814,28,53,970,23.31,0.69,7039,101.89,301.97,45.47
17410,20250213,14,91,801,23.93,0.07,3996,137.19,166.99,4.61
17411,20250221,46,74,749,19.69,4.31,7541,95.5,382.99,283.99
17412,20220911,44,96,154,20.01,3.99,7143,113.62,356.97,262.91
17413,20210407,32,3,703,18.1,5.9,5086,83.05,280.99,388.76
17414,20180921,60,1,492,22.32,1.68,8481,88.82,379.97,110.7
17415,20190205,53,74,423,22.11,1.89,5947,128.48,268.97,124.53
17416,20200815,47,98,793,19.28,4.72,5263,90.65,272.98,311.01
17417,20200930,6,97,580,21.29,2.71,7387,124.02,346.97,178.57
17418,20201006,46,19,899,17.1,6.9,6515,82.06,380.99,454.65
17419,20220416,29,91,639,21.9,2.1,7883,69.44,359.95,138.37
17420,20191010,69,28,837,20.04,3.96,6172,80.58,307.98,260.93
17421,20160619,40,88,289,16.45,7.55,5165,61.06,313.98,497.48
17422,20170214,25,91,310,21.43,2.57,6343,120.97,295.99,169.34
17423,20190822,71,81,717,17.93,6.07,5881,68.42,328.0,399.96
17424,20151108,17,75,12,17.82,6.18,4864,94.55,272.95,407.21
17425,20160502,88,13,789,16.81,7.19,5597,100.03,332.96,473.76
17426,20160108,88,42,957,16.81,7.19,2588,92.37,153.96,473.76
17427,20230414,2,12,42,20.53,3.47,7452,72.2,362.98,228.64
17428,20210325,91,71,209,19.68,4.32,6986,88.48,354.98,284.65
17429,20240810,53,13,897,19.93,4.07,3547,94.95,177.97,268.18
17430,20150731,53,47,948,20.46,3.54,5626,78.06,274.98,233.26
17431,20190805,14,55,475,20.74,3.26,6014,89.52,289.97,214.81
17432,20150403,29,95,885,22.18,1.82,6055,118.56,272.99,119.92
17433,20160330,8,88,455,20.34,3.66,4515,77.64,221.98,241.16
17434,20190613,36,19,757,17.5,6.5,4130,75.88,236.0,428.29
17435,20240121,8,99,207,20.54,3.46,6470,79.28,315.0,227.98
17436,20170608,88,88,151,17.22,6.78,3633,103.0,210.98,446.74
17437,20241107,22,27,665,19.95,4.05,4289,109.4,214.99,266.86
17438,20240923,87,14,506,16.91,7.09,4312,79.34,255.0,467.17
17439,20240412,7,12,162,22.12,1.88,3627,113.17,163.97,123.88
17440,20180522,74,62,822,23.72,0.28,3937,75.61,165.98,18.45
17441,20250918,43,2,838,23.37,0.63,6917,124.21,295.98,41.51
17442,20160924,94,47,813,18.79,5.21,5655,57.27,300.96,343.29
17443,20170827,43,59,963,23.79,0.21,8231,86.26,345.99,13.84
17444,20161029,82,7,434,20.23,3.77,5138,94.84,253.98,248.41
17445,20170122,36,47,825,21.1,2.9,4388,80.08,207.96,191.08
17446,20220516,59,1,36,16.38,7.62,5405,57.29,329.98,502.09
17447,20250113,99,50,527,16.83,7.17,6395,84.69,379.98,472.44
17448,20190701,10,71,630,19.03,4.97,5518,71.77,289.96,327.48
17449,20180113,87,30,66,17.58,6.42,5502,80.7,312.97,423.02
17450,20171228,93,61,209,19.54,4.46,6624,66.69,339.0,293.88
17451,20160301,27,24,340,21.98,2.02,7693,124.7,350.0,133.1
17452,20240304,20,10,158,22.56,1.44,4737,118.5,209.97,94.88
17453,20150513,19,23,299,20.76,3.24,6684,82.33,321.97,213.49
17454,20200701,35,36,358,19.52,4.48,7378,78.69,377.97,295.19
17455,20161230,79,46,468,20.98,3.02,4615,101.1,219.97,198.99
17456,20220908,39,65,427,20.93,3.07,6404,99.44,305.97,202.29
17457,20181106,12,55,647,20.81,3.19,8303,119.38,398.99,210.19
17458,20180806,89,90,81,16.14,7.86,3760,57.59,232.96,517.91
17459,20181011,49,19,901,20.11,3.89,6314,89.66,313.97,256.32
17460,20191126,48,35,696,19.61,4.39,5098,58.84,259.97,289.26
17461,20211025,72,9,748,20.04,3.96,7875,90.34,392.96,260.93
17462,20180502,29,68,531,16.12,7.88,4223,50.46,261.97,519.22
17463,20191011,65,48,942,17.01,6.99,5375,96.69,315.99,460.58
17464,20151205,35,7,471,22.82,1.18,4221,134.19,184.97,77.75
17465,20210703,9,32,74,20.56,3.44,4543,68.84,220.96,226.67
17466,20250628,67,11,598,19.88,4.12,4691,68.97,235.97,271.47
17467,20221027,2,72,77,20.06,3.94,3691,116.92,184.0,259.61
17468,20221108,92,8,257,16.07,7.93,3021,67.5,187.99,522.52
17469,20190625,1,88,795,17.61,6.39,5828,100.42,330.95,421.05
17470,20151114,86,7,433,23.31,0.69,3892,135.39,166.97,45.47
17471,20150710,24,59,431,16.61,7.39,2591,98.21,155.99,486.94
17472,20241201,24,70,92,18.73,5.27,3577,96.71,190.98,347.25
17473,20240910,17,28,253,20.14,3.86,6203,82.76,307.99,254.34
17474,20250924,55,15,124,17.74,6.26,4026,55.54,226.94,412.48
17475,20191118,14,63,489,23.05,0.95,6868,70.68,297.96,62.6
17476,20241114,20,1,444,17.64,6.36,4921,101.37,278.97,419.07
17477,20250506,24,21,492,17.96,6.04,3017,102.86,167.98,397.98
17478,20221105,90,95,127,23.15,0.85,6528,107.02,281.99,56.01
17479,20160219,77,61,560,21.61,2.39,7325,117.53,338.96,157.48
17480,20200119,63,76,173,22.24,1.76,3758,113.09,168.97,115.97
17481,20191014,20,12,52,18.06,5.94,3503,62.82,193.96,391.39
17482,20240128,99,35,334,20.01,3.99,6103,86.62,305.0,262.91
17483,20220621,19,49,274,18.02,5.98,4072,102.85,225.97,394.03
